Estado;CAMPAIGN;Palabra clave;Tipo de coincidencia;Estado;Puja recomendada (bajo)(EUR);Puja recomendada (mediana)(EUR);Puja recomendada (alto)(EUR);Puja por palabra clave(EUR);PI del top de búsquedas;Impresiones;Clics;Tasa de clics (CTR);Inversión(EUR);Costo por clic (CPC)(EUR);Pedidos;Ventas(EUR);ACOS;KENP leídas;Estimación de regalías de KENP(EUR)
ENABLED;Kindle;libros 18 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;18;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros 9 a 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros 9 a 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros 9 a 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros a partir de 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros a partir de 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros a partir de 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;7;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros a partir de 12 años;BROAD;CAMPAIGN_PAUSED;0.14;0.16;0.16;0.08;;21;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros a partir de 12 años;PHRASE;CAMPAIGN_PAUSED;0.14;0.16;0.16;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros a partir de 12 años;EXACT;CAMPAIGN_PAUSED;0.14;0.16;0.16;0.08;;69;2;0.029;0.26;0.13;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes;EXACT;CAMPAIGN_PAUSED;0.14;0.20;0.40;0.08;;12388;37;0.003;11.71;0.32;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.40;0.08;;1223;4;0.0033;1.81;0.45;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes;PHRASE;CAMPAIGN_PAUSED;0.16;0.20;0.40;0.08;;6859;17;0.0025;4.25;0.25;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 12 años;BROAD;CAMPAIGN_PAUSED;0.13;0.18;0.36;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 12 años;EXACT;CAMPAIGN_PAUSED;0.13;0.18;0.36;0.08;;510;4;0.0078;3.22;0.81;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 12 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.18;0.36;0.08;;39;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 13 años;BROAD;CAMPAIGN_PAUSED;0.16;0.26;0.52;0.08;;14;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros adolescentes 13 años;PHRASE;CAMPAIGN_PAUSED;0.16;0.26;0.30;0.08;;13;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 13 años;EXACT;CAMPAIGN_PAUSED;0.16;0.26;0.30;0.08;;435;3;0.0069;2.54;0.85;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 14 años;EXACT;CAMPAIGN_PAUSED;0.14;0.20;0.20;0.08;;467;8;0.0171;4.74;0.59;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 14 años;BROAD;CAMPAIGN_PAUSED;0.14;0.21;0.21;0.08;;10;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 14 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.20;0.32;0.08;;37;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 16 años;BROAD;CAMPAIGN_PAUSED;0.18;0.22;0.34;0.08;;16;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;15;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 16 años;EXACT;CAMPAIGN_PAUSED;0.18;0.22;0.34;0.08;;310;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 17 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 17 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros adolescentes 17 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;46;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras 10 años;BROAD;CAMPAIGN_PAUSED;0.22;0.26;0.45;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras 10 años;PHRASE;CAMPAIGN_PAUSED;0.22;0.28;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;7;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras niños 10 años;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.29;0.08;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras niños 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras niños 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;27;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras niños 12 años;BROAD;CAMPAIGN_PAUSED;0.20;0.30;0.30;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras niños 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros aventuras niños 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;24;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros baratos 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros baratos 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros baratos 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros chicas 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;7;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros chicas 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros chicas 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;12;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros chicas 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros chicas 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;63;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros chicas 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 10 a 12 años;BROAD;CAMPAIGN_PAUSED;0.18;0.24;0.32;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 10 a 12 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.24;0.24;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 10 a 12 años;EXACT;CAMPAIGN_PAUSED;0.13;0.24;0.24;0.08;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 10 años;BROAD;CAMPAIGN_PAUSED;0.22;0.28;0.56;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de 10 años;PHRASE;CAMPAIGN_PAUSED;0.24;0.33;0.48;0.08;;42;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 10 años;EXACT;CAMPAIGN_PAUSED;0.28;0.39;0.78;0.08;;323;3;0.0093;0.94;0.31;0;0.00;;0;0.00
ENABLED;Kindle;libros de 11 a 12 años;BROAD;CAMPAIGN_PAUSED;0.17;0.27;0.33;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 11 a 12 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.29;0.29;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 11 a 12 años;EXACT;CAMPAIGN_PAUSED;0.15;0.29;0.29;0.08;;24;2;0.0833;0.14;0.07;0;0.00;;0;0.00
ENABLED;Kindle;libros de 11 años;BROAD;CAMPAIGN_PAUSED;0.17;0.24;0.40;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 11 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.46;0.08;;19;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 11 años;EXACT;CAMPAIGN_PAUSED;0.16;0.24;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 a 14 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 a 14 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.20;0.20;0.08;;7;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 a 14 años;EXACT;CAMPAIGN_PAUSED;0.13;0.20;0.20;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 años;BROAD;CAMPAIGN_PAUSED;0.18;0.25;0.50;0.08;;246;1;0.0041;0.14;0.14;0;0.00;;0;0.00
PAUSED;Kindle;libros de 12 años;PHRASE;CAMPAIGN_PAUSED;0.19;0.25;0.38;0.08;;15;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 años niñas;BROAD;CAMPAIGN_PAUSED;0.18;0.27;0.49;0.08;;11;1;0.0909;0.16;0.16;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 años niñas;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 12 años niñas;EXACT;CAMPAIGN_PAUSED;;;;0.08;;52;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 13 años;BROAD;CAMPAIGN_PAUSED;0.16;0.20;0.31;0.08;;94;2;0.0213;0.39;0.20;0;0.00;;0;0.00
PAUSED;Kindle;libros de 13 años;PHRASE;CAMPAIGN_PAUSED;0.14;0.19;0.31;0.08;;42;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 13 años;EXACT;CAMPAIGN_PAUSED;0.14;0.17;0.33;0.08;;970;9;0.0093;1.39;0.15;0;0.00;;0;0.00
ENABLED;Kindle;libros de 14 años;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.30;0.08;;241;1;0.0041;0.02;0.02;0;0.00;;0;0.00
ENABLED;Kindle;libros de 14 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.18;0.18;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 14 años;EXACT;CAMPAIGN_PAUSED;0.13;0.21;0.21;0.08;;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 8 a 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 8 a 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 8 a 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 9 a 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 9 a 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de 9 a 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;21;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de adolescentes;PHRASE;CAMPAIGN_PAUSED;0.16;0.20;0.40;0.08;;4244;29;0.0068;12.60;0.43;0;0.00;;2;0.01
ENABLED;Kindle;libros de adolescentes;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.40;0.08;;4491;5;0.0011;1.91;0.38;0;0.00;;0;0.00
ENABLED;Kindle;libros de adolescentes;EXACT;CAMPAIGN_PAUSED;0.14;0.20;0.40;0.08;;3903;14;0.0036;5.38;0.38;0;0.00;;0;0.00
ENABLED;Kindle;libros de amor 14 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de amor 14 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de amor 14 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de aventuras;PHRASE;CAMPAIGN_PAUSED;0.16;0.21;0.30;0.08;;1789;10;0.0056;3.17;0.32;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras;BROAD;CAMPAIGN_PAUSED;0.16;0.20;0.29;0.08;;4122;7;0.0017;1.84;0.26;0;0.00;;18;0.08
ENABLED;Kindle;libros de aventuras;EXACT;CAMPAIGN_PAUSED;0.17;0.20;0.40;0.08;;2031;8;0.0039;1.30;0.16;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 10 años;BROAD;CAMPAIGN_PAUSED;0.22;0.26;0.45;0.08;;14;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 10 años;PHRASE;CAMPAIGN_PAUSED;0.22;0.28;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 12 años;BROAD;CAMPAIGN_PAUSED;0.23;0.28;0.39;0.08;;12;1;0.0833;0.34;0.34;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;16;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 14 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 14 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;33;2;0.0606;0.60;0.30;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras 14 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;17;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 10 años;BROAD;CAMPAIGN_PAUSED;0.22;0.26;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 10 años;PHRASE;CAMPAIGN_PAUSED;0.22;0.28;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;17;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 12 años;BROAD;CAMPAIGN_PAUSED;0.23;0.28;0.39;0.08;;11;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;95;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 13 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 13 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para 13 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para niños de 11 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para niños de 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para niños de 11 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;9;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para niños de 12 años;BROAD;CAMPAIGN_PAUSED;0.20;0.30;0.30;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de aventuras para niños de 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de chistes para niños 11 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de chistes para niños 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de chistes para niños 11 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de escritura para niños de 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de escritura para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de escritura para niños de 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de fantasia;PHRASE;CAMPAIGN_PAUSED;0.16;0.20;0.33;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de fantasia;BROAD;CAMPAIGN_PAUSED;0.17;0.22;0.44;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de fantasia epica;BROAD;CAMPAIGN_PAUSED;0.14;0.21;0.40;0.08;;9;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de fantasia epica;PHRASE;CAMPAIGN_PAUSED;0.14;0.18;0.36;0.08;;124;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de fantasia epica;EXACT;CAMPAIGN_PAUSED;0.18;0.23;0.40;0.08;;53;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de fantasia juvenil;PHRASE;CAMPAIGN_PAUSED;0.17;0.20;0.30;0.08;;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de fantasia juvenil;EXACT;CAMPAIGN_PAUSED;0.16;0.21;0.25;0.08;;980;12;0.0122;3.30;0.27;0;0.00;;0;0.00
PAUSED;Kindle;libros de harry potter;PHRASE;CAMPAIGN_PAUSED;0.13;0.19;0.27;0.08;;396;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de harry potter;EXACT;CAMPAIGN_PAUSED;0.14;0.20;0.40;0.08;;307;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de harry potter;BROAD;CAMPAIGN_PAUSED;0.14;0.22;0.44;0.08;;286;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de harry potter en español;EXACT;CAMPAIGN_PAUSED;0.19;0.26;0.52;0.08;;294;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de harry potter en español;PHRASE;CAMPAIGN_PAUSED;0.14;0.21;0.42;0.08;;46;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de harry potter en español;BROAD;CAMPAIGN_PAUSED;0.14;0.20;0.40;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de intriga para niños de 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de intriga para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de intriga para niños de 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 10 años;BROAD;CAMPAIGN_PAUSED;0.19;0.26;0.49;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 10 años;PHRASE;CAMPAIGN_PAUSED;0.19;0.32;0.32;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 10 años;EXACT;CAMPAIGN_PAUSED;0.19;0.32;0.32;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 11 años;BROAD;CAMPAIGN_PAUSED;0.21;0.31;0.31;0.08;;10;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 11 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 12 años;BROAD;CAMPAIGN_PAUSED;0.26;0.31;0.62;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura 12 años;PHRASE;CAMPAIGN_PAUSED;0.26;0.39;0.39;0.08;;3;1;0.3333;0.51;0.51;0;0.00;;649;2.77
ENABLED;Kindle;libros de lectura 12 años;EXACT;CAMPAIGN_PAUSED;0.26;0.39;0.39;0.08;;69;1;0.0145;0.35;0.35;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para 12 años;BROAD;CAMPAIGN_PAUSED;0.26;0.31;0.62;0.08;;7;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para 12 años;PHRASE;CAMPAIGN_PAUSED;0.26;0.39;0.39;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para 12 años;EXACT;CAMPAIGN_PAUSED;0.26;0.39;0.39;0.08;;281;3;0.0107;1.29;0.43;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niñas de 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niñas de 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niñas de 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 11 años;BROAD;CAMPAIGN_PAUSED;0.21;0.31;0.31;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 11 años;PHRASE;CAMPAIGN_PAUSED;0.21;0.31;0.31;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 11 años;EXACT;CAMPAIGN_PAUSED;0.21;0.31;0.31;0.08;;15;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;48;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 13 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 13 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de lectura para niños de 13 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de misterio para niños de 12 años;BROAD;CAMPAIGN_PAUSED;0.21;0.26;0.34;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de misterio para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;0.21;0.26;0.34;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros de misterio para niños de 12 años;EXACT;CAMPAIGN_PAUSED;0.21;0.26;0.34;0.08;;11;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 10 años;BROAD;CAMPAIGN_PAUSED;0.19;0.26;0.39;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.24;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 10 años;EXACT;CAMPAIGN_PAUSED;0.20;0.24;0.48;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
