Estado;CAMPAIGN;Palabra clave;Tipo de coincidencia;Estado;Puja recomendada (bajo)(EUR);Puja recomendada (mediana)(EUR);Puja recomendada (alto)(EUR);Puja por palabra clave(EUR);PI del top de búsquedas;Impresiones;Clics;Tasa de clics (CTR);Inversión(EUR);Costo por clic (CPC)(EUR);Pedidos;Ventas(EUR);ACOS;KENP leídas;Estimación de regalías de KENP(EUR)
ENABLED;BROAD;mejor libro 20 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 19 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 18 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 17 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;50.0%;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;7272727272727270%;11;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.19;0.21;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.14;0.19;0.29;0.19;1509433962264150%;9;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mejor libro 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;mapas de kinegea;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.13;0.18;0.23;0.23;>95%;52;3;0.0577;1.12;0.37;0;0.00;;0;0.00
PAUSED;BROAD;los mapas de kinegea;BROAD;TARGETING_CLAUSE_PAUSED;0.13;0.18;0.23;0.10;;8;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;los juegos del hambre libros;BROAD;TARGETING_CLAUSE_PAUSED;0.13;0.17;0.24;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;los dioses del norte;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.13;0.14;0.27;0.17;40.0%;915;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;literatura juvenil 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;4442446043165460%;428;15;0.035;7.42;0.49;1;15.99;0.464;0;0.00
ENABLED;BROAD;literatura juvenil 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.21;0.25;0.03;1772151898734170%;173;3;0.0173;1.31;0.44;0;0.00;;0;0.00
ENABLED;BROAD;literatura juvenil 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.11;3846153846153840%;857;16;0.0187;6.79;0.42;1;15.99;0.4246;0;0.00
ENABLED;BROAD;literatura juvenil;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.20;0.33;0.10;4058192955589580%;9223;57;0.0062;31.80;0.56;3;47.97;0.6629;0;0.00
ENABLED;BROAD;literatura epica fantástica juvenil;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;;;;0.17;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;literatura epica fantástica juvenil;EXACT;TARGETING_CLAUSE_STATUS_LIVE;;;;0.17;50.0%;1;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros wonder;BROAD;TARGETING_CLAUSE_PAUSED;0.13;0.14;0.25;0.11;>95%;322;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros sobre leyendas;EXACT;TARGETING_CLAUSE_PAUSED;;;;0.10;;11;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros sobre leyendas;BROAD;TARGETING_CLAUSE_PAUSED;0.13;0.14;0.22;0.10;90.0%;828;1;0.0012;0.81;0.81;0;0.00;;0;0.00
ENABLED;BROAD;libros similares percy jackson;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;>95%;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros similares harry potter;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros series netflix;BROAD;TARGETING_CLAUSE_PAUSED;0.19;0.23;0.23;0.10;;42;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros series netflix;EXACT;TARGETING_CLAUSE_PAUSED;0.16;0.21;0.21;0.10;50.0%;64;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para adolescentes de 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 25 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 24 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 23 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 22 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 21 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 20 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 19 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 18 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;8333333333333330%;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 17 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;>95%;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;6666666666666660%;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.19;4095238095238090%;66;3;0.0455;3.36;1.12;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.16;3298969072164940%;202;7;0.0347;4.40;0.63;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 14 anos;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 14 anos;EXACT;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;53333333333333300%;18;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;23076923076923000%;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros recomendados para 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros recomendados;BROAD;TARGETING_CLAUSE_PAUSED;0.16;0.20;0.32;0.10;;2621;2;0.0008;0.26;0.13;0;0.00;;0;0.00
PAUSED;BROAD;libros piedras verdes;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.03;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros parecidos percy jackson;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;>95%;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros parecidos harry potter;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a trono de cristal;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a percy jackson;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a nacidos de la bruma;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a memorias de idhun;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a la leyenda de aang;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a juego de tronos;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a harry potter;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a el nombre del viento;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a cronicas del asesino de reyes;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros parecidos a cancion de hielo y fuego;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.18;0.22;0.26;2557581573896350%;690;17;0.0246;15.37;0.90;4;63.96;0.2403;0;0.00
ENABLED;BROAD;libros para niños de 13 años;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.21;0.42;0.22;37455255450699600%;1562;34;0.0218;30.75;0.90;3;34.86;0.8821;0;0.00
ENABLED;BROAD;libros para niños de 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.22;0.39;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 12 años mas vendidos;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.22;0.27;0.52;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 12 años de misterio;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.21;0.25;0.32;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 12 años de aventuras;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.20;0.29;0.29;0.10;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.18;0.25;0.37;0.10;19298245614035000%;15;1;0.0667;0.78;0.78;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 12 a 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;>95%;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.26;0.38;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños de 11 a 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.30;0.31;0.10;>95%;1;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños de 10 años mas vendidos;BROAD;TARGETING_CLAUSE_PAUSED;0.17;0.22;0.44;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños de 10 años de aventuras;BROAD;TARGETING_CLAUSE_PAUSED;0.15;0.20;0.28;0.10;;1;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños de 10 años;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.25;0.39;0.10;80.0%;35;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños de 10 a 12 años;BROAD;TARGETING_CLAUSE_PAUSED;0.23;0.26;0.31;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños de 10 a 11 años;BROAD;TARGETING_CLAUSE_PAUSED;0.15;0.28;0.28;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños 18 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;40909090909090900%;9;1;0.1111;0.61;0.61;1;15.99;0.0381;0;0.00
ENABLED;BROAD;libros para niños 17 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.16;24.0%;15;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.36;288135593220339%;65;1;0.0154;1.32;1.32;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.18;0.22;0.10;5400739827373610%;1049;33;0.0315;17.94;0.54;1;15.99;1.122;0;0.00
ENABLED;BROAD;libros para niños 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.22;0.39;0.29;3333333333333330%;30;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.18;0.25;0.37;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niños 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.26;0.38;0.10;50.0%;4;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños 10 años;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.25;0.39;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niños;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.24;0.47;0.10;17934782608695600%;1417;1;0.0007;0.25;0.25;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;457286432160804%;114;2;0.0175;1.19;0.60;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.18;0.22;0.10;20967741935483800%;16;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.22;0.39;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 12 años;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.23;0.34;0.10;<5%;3135;23;0.0073;7.32;0.32;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.18;0.25;0.37;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.26;0.38;0.10;22463768115942000%;103;2;0.0194;1.78;0.89;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas de 11 a 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.30;0.31;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niñas de 10 años divertidos;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niñas de 10 años;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.25;0.39;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.18;0.25;0.37;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niñas 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.19;0.26;0.38;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niñas 10 años;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.25;0.39;0.10;<5%;3;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niñas;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.24;0.47;0.10;<5%;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para niña de 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.22;0.26;0.52;0.10;62745098039215600%;43;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para niña de 10 años;BROAD;TARGETING_CLAUSE_PAUSED;0.21;0.26;0.34;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para nina 13 anos;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para llorar adolescentes;EXACT;TARGETING_CLAUSE_PAUSED;;;;0.10;909090909090909%;12;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para llorar adolescentes;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para leer;BROAD;TARGETING_CLAUSE_PAUSED;0.29;0.43;0.61;0.10;35714285714285700%;750;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para kindle;PHRASE;TARGETING_CLAUSE_PAUSED;0.18;0.24;0.35;0.10;153954802259887%;1682;3;0.0018;2.66;0.89;0;0.00;;0;0.00
PAUSED;BROAD;libros para kindle;BROAD;TARGETING_CLAUSE_PAUSED;0.18;0.22;0.31;0.10;30434782608695600%;19;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para jovenes entre 12-16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para jovenes de 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;60550458715596300%;107;2;0.0187;0.82;0.41;0;0.00;;0;0.00
ENABLED;BROAD;libros para chicos de 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;6666666666666660%;1;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para chicos;BROAD;TARGETING_CLAUSE_PAUSED;0.13;0.14;0.23;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para chicas de 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para chicas;BROAD;TARGETING_CLAUSE_PAUSED;0.13;0.14;0.23;0.10;449438202247191%;3059;3;0.001;0.39;0.13;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes de 16 años;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;45072951739618400%;2859;58;0.0203;31.16;0.54;4;73.96;0.4213;0;0.00
ENABLED;BROAD;libros para adolescentes de 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.21;0.32;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes de 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.21;0.28;0.10;6221272047033670%;1563;37;0.0237;19.18;0.52;2;31.98;0.5997;0;0.00
ENABLED;BROAD;libros para adolescentes de 14 años chicas;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes de 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.14;0.21;0.21;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes de 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.25;0.50;0.24;3299689440993780%;2982;57;0.0191;58.23;1.02;7;111.93;0.5202;0;0.00
ENABLED;BROAD;libros para adolescentes de 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.13;0.18;0.36;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para adolescentes 18 anos;EXACT;TARGETING_CLAUSE_PAUSED;;;;0.10;;8;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para adolescentes 18 anos;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.21;0.32;0.10;6455696202531640%;72;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.21;0.28;0.26;20257150354237700%;1410;33;0.0234;31.14;0.94;2;41.98;0.7418;0;0.00
ENABLED;BROAD;libros para adolescentes;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.15;0.19;0.38;0.22;4471279891952010%;18477;168;0.0091;96.23;0.57;10;159.90;0.6018;0;0.00
PAUSED;BROAD;libros para adolescentes;EXACT;TARGETING_CLAUSE_PAUSED;0.14;0.19;0.38;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para adolescentes;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;0.15;0.19;0.38;0.10;48970652650021900%;3430;18;0.0052;10.85;0.60;0;0.00;;0;0.00
PAUSED;BROAD;libros para adolescente;BROAD;TARGETING_CLAUSE_PAUSED;0.15;0.19;0.38;0.03;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 20 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 17 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 16 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;4761904761904760%;39;1;0.0256;0.37;0.37;0;0.00;;0;0.00
ENABLED;BROAD;libros para 15 años mas vendidos;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 15 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.21;0.29;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 14 años de chicos;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 14 años de chicas;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;3546694648478480%;464;10;0.0216;4.97;0.50;1;15.99;0.3108;0;0.00
ENABLED;BROAD;libros para 14 años;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;0.13;0.18;0.18;0.12;45107311749727100%;1592;53;0.0333;38.55;0.73;5;66.84;0.5768;0;0.00
ENABLED;BROAD;libros para 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.15;0.19;0.29;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 13 años de chicas;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.14;0.15;0.30;0.10;40643274853801100%;376;6;0.016;3.88;0.65;0;0.00;;0;0.00
ENABLED;BROAD;libros para 13 años;PHRASE;TARGETING_CLAUSE_STATUS_LIVE;0.14;0.19;0.31;0.10;33037171350861200%;2458;70;0.0285;38.44;0.55;2;31.98;1.202;0;0.00
ENABLED;BROAD;libros para 13 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.20;0.31;0.10;7217391304347820%;233;5;0.0215;1.93;0.39;0;0.00;;1;0.00
ENABLED;BROAD;libros para 12 años de chicas;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;5454545454545450%;16;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 12 años de aventuras;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.20;0.29;0.55;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.18;0.24;0.47;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 12 a 14 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;5714285714285710%;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 11-12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.17;0.26;0.33;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros para 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.16;0.23;0.38;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros para 11 anos;BROAD;TARGETING_CLAUSE_PAUSED;;;;0.10;;4518;3;0.0007;0.58;0.19;0;0.00;;0;0.00
PAUSED;BROAD;libros para 10 años;BROAD;TARGETING_CLAUSE_PAUSED;0.21;0.26;0.52;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros originales para niños 11 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;BROAD;libros novedades;BROAD;TARGETING_CLAUSE_PAUSED;0.16;0.20;0.34;0.10;<5%;768;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;BROAD;libros niños de 12 años;BROAD;TARGETING_CLAUSE_STATUS_LIVE;0.18;0.25;0.37;0.10;;1;0;0;0.00;0.00;0;0.00;;0;0.00
