Estado;CAMPAIGN;Palabra clave;Tipo de coincidencia;Estado;Puja recomendada (bajo)(EUR);Puja recomendada (mediana)(EUR);Puja recomendada (alto)(EUR);Puja por palabra clave(EUR);PI del top de búsquedas;Impresiones;Clics;Tasa de clics (CTR);Inversión(EUR);Costo por clic (CPC)(EUR);Pedidos;Ventas(EUR);ACOS;KENP leídas;Estimación de regalías de KENP(EUR)
ENABLED;PHASE;mejor libro 13 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.19;0.21;0.10;3333333333333330%;3;1;0.3333;0.46;0.46;0;0.00;;0;0.00
ENABLED;PHASE;mejor libro 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;8333333333333330%;8;1;0.125;0.04;0.04;0;0.00;;0;0.00
ENABLED;PHASE;mejor libro 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;mapas de krinegea;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;los mapas de kinegea;PHRASE;CAMPAIGN_PAUSED;0.14;0.23;0.27;0.10;6666666666666660%;32;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;los juegos del hambre libros;PHRASE;CAMPAIGN_PAUSED;0.13;0.16;0.24;0.10;8928571428571420%;21513;11;0.0005;1.72;0.16;0;0.00;;54;0.22
ENABLED;PHASE;los chicos de la elite;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;25;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;literatura juvenil 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;6060606060606060%;39;1;0.0256;0.87;0.87;0;0.00;;1;0.00
ENABLED;PHASE;literatura juvenil 14 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.21;0.25;0.10;5681818181818180%;80;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;literatura juvenil 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;3564356435643560%;169;1;0.0059;0.59;0.59;0;0.00;;0;0.00
ENABLED;PHASE;literatura juvenil;PHRASE;CAMPAIGN_PAUSED;0.16;0.21;0.26;0.10;5570358034970850%;1353;18;0.0133;9.88;0.55;2;18.87;0.5236;0;0.00
ENABLED;PHASE;libros sobre leyendas;PHRASE;CAMPAIGN_PAUSED;0.13;0.14;0.14;0.10;62.5%;472;1;0.0021;0.02;0.02;0;0.00;;0;0.00
ENABLED;PHASE;libros similares percy jackson;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros similares harry potter;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros series netflix;PHRASE;CAMPAIGN_PAUSED;0.16;0.21;0.21;0.10;30.0%;641;2;0.0031;0.14;0.07;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 25 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 24 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 23 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 22 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 21 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 20 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 19 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 18 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 17 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 15 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 14 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;>95%;31;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 14 anos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 13 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;>95%;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;<5%;16;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados para 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros recomendados;PHRASE;CAMPAIGN_PAUSED;0.16;0.19;0.26;0.10;20.0%;4277;4;0.0009;1.20;0.30;0;0.00;;0;0.00
ENABLED;PHASE;libros piedras verdes;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos percy jackson;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos harry potter;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a trono de cristal;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a percy jackson;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a nacidos de la bruma;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a memorias de idhun;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a la leyenda de aang;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a juego de tronos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a harry potter;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a el nombre del viento;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a cronicas del asesino de reyes;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros parecidos a cancion de hielo y fuego;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 14 años;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.25;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 13 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.21;0.42;0.24;5225806451612900%;597;12;0.0201;11.25;0.94;1;25.99;0.4329;0;0.00
ENABLED;PHASE;libros para niños de 12 años de misterio;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 12 años de aventuras;PHRASE;CAMPAIGN_PAUSED;0.19;0.28;0.28;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 12 años;EXACT;CAMPAIGN_PAUSED;0.15;0.21;0.31;0.16;1701492537313430%;19616;85;0.0043;23.82;0.28;3;47.97;0.4966;0;0.00
ENABLED;PHASE;libros para niños de 12 años;BROAD;CAMPAIGN_PAUSED;0.18;0.25;0.37;0.10;3636363636363630%;161;1;0.0062;0.14;0.14;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 12 a 13 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 11 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.27;0.54;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños de 11 a 12 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.26;0.37;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niños de 10 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;0.16;0.31;0.31;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niños de 10 años de aventuras;PHRASE;CAMPAIGN_PAUSED;0.15;0.20;0.27;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niños de 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;;6;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niños de 10 a 12 años;PHRASE;CAMPAIGN_PAUSED;0.23;0.25;0.30;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niños de 10 a 11 años;PHRASE;CAMPAIGN_PAUSED;0.19;0.39;0.39;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños 18 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños 17 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.15;6956521739130430%;32;2;0.0625;0.38;0.19;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños 15 años;PHRASE;CAMPAIGN_PAUSED;;;;0.13;6216216216216210%;67;2;0.0299;0.72;0.36;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños 14 años;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.25;0.28;4821693907875180%;1177;19;0.0161;18.48;0.97;1;25.99;0.711;98;0.40
ENABLED;PHASE;libros para niños 13 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.21;0.42;0.22;<5%;57;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.23;1205298013245030%;10262;73;0.0071;13.62;0.19;1;15.99;0.8518;408;1.65
ENABLED;PHASE;libros para niños 11 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.27;0.54;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niños 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;<5%;185;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niños;PHRASE;CAMPAIGN_PAUSED;0.19;0.23;0.46;0.10;220873786407767%;635;4;0.0063;1.26;0.32;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas de 15 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas de 14 años;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.25;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas de 13 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.21;0.42;0.10;3333333333333330%;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas de 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.23;<5%;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas de 11 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.27;0.54;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas de 11 a 12 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.26;0.37;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niñas de 10 años divertidos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niñas de 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas 11 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.27;0.54;0.10;;12;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niñas 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niñas;PHRASE;CAMPAIGN_PAUSED;0.19;0.23;0.46;0.10;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para niña de 12 años;PHRASE;CAMPAIGN_PAUSED;0.22;0.32;0.32;0.10;22413793103448200%;46;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros para niña de 10 años;PHRASE;CAMPAIGN_PAUSED;0.21;0.27;0.54;0.10;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para nina 13 anos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para llorar adolescentes;PHRASE;CAMPAIGN_PAUSED;;;;0.18;5555555555555550%;73;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para leer;PHRASE;CAMPAIGN_PAUSED;0.15;0.21;0.30;0.10;5272727272727270%;1805;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para kindle;PHRASE;CAMPAIGN_PAUSED;0.18;0.24;0.35;0.10;66746126340882%;16128;21;0.0013;9.42;0.45;0;0.00;;0;0.00
ENABLED;PHASE;libros para jovenes entre 12-16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicos de l5 años;EXACT;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicos de l5 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicos de l5 años;BROAD;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicos de 14 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;70.0%;55;1;0.0182;0.42;0.42;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicos;PHRASE;CAMPAIGN_PAUSED;0.14;0.17;0.30;0.10;;41;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicas de 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;<5%;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para chicas;PHRASE;CAMPAIGN_PAUSED;0.14;0.17;0.30;0.10;5916030534351140%;8712;5;0.0006;3.11;0.62;1;15.99;0.1945;0;0.00
ENABLED;PHASE;libros para adolescentes de 17 años;EXACT;CAMPAIGN_PAUSED;;;;0.10;5500000000000000%;43;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes de 17 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;3333333333333330%;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes de 17 años;BROAD;CAMPAIGN_PAUSED;;;;0.10;<5%;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes de 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;18;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes de 15 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.20;0.27;0.10;1736842105263150%;184;2;0.0109;0.34;0.17;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes de 14 años chicas;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes de 14 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.20;0.30;0.13;23163841807909600%;1243;7;0.0056;4.10;0.59;1;15.99;0.2564;0;0.00
ENABLED;PHASE;libros para adolescentes de 13 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.25;0.28;0.10;30958904109589000%;286;3;0.0105;1.37;0.46;1;25.99;0.0527;0;0.00
ENABLED;PHASE;libros para adolescentes de 12 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.17;0.34;0.10;7142857142857140%;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes chicos;PHRASE;CAMPAIGN_PAUSED;0.18;0.19;0.28;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes 18 anos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;37;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;<5%;10;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para adolescentes;PHRASE;CAMPAIGN_PAUSED;0.15;0.19;0.38;0.15;53069306930693000%;14102;33;0.0023;14.33;0.43;1;15.99;0.8962;0;0.00
ENABLED;PHASE;libros para adolescente;PHRASE;CAMPAIGN_PAUSED;0.15;0.19;0.38;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 20 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 17 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;46.25%;112;2;0.0179;0.21;0.11;0;0.00;;0;0.00
ENABLED;PHASE;libros para 15 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 14 años de chicos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 14 años de chicas;PHRASE;CAMPAIGN_PAUSED;;;;0.10;3333333333333330%;13;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 14 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.18;0.18;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 13 años de chicas;PHRASE;CAMPAIGN_PAUSED;;;;0.10;9333333333333330%;22;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 13 años;PHRASE;CAMPAIGN_PAUSED;0.14;0.19;0.31;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 12 años de chicas;PHRASE;CAMPAIGN_PAUSED;;;;0.10;>95%;6;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 12 años de aventuras;PHRASE;CAMPAIGN_PAUSED;;;;0.10;60.0%;9;1;0.1111;1.07;1.07;0;0.00;;0;0.00
ENABLED;PHASE;libros para 12 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.24;0.35;0.10;2964824120603010%;306;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 12 a 14 años;PHRASE;CAMPAIGN_PAUSED;0.13;0.19;0.19;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 11-12 años;PHRASE;CAMPAIGN_PAUSED;0.14;0.27;0.27;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 11 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.22;0.44;0.10;;6;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros para 11 anos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;5975;4;0.0007;0.57;0.14;0;0.00;;0;0.00
PAUSED;PHASE;libros para 10 años;PHRASE;CAMPAIGN_PAUSED;0.23;0.31;0.44;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros originales para niños 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros novedades;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.27;0.10;>95%;112;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños gratis;EXACT;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños gratis;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños gratis;BROAD;CAMPAIGN_PAUSED;0.14;0.15;0.22;0.10;5789473684210520%;77;1;0.013;1.29;1.29;0;0.00;;0;0.00
ENABLED;PHASE;libros niños de 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños de 11 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.27;0.54;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niños de 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;<5%;7;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niños de 10 a 12 años;PHRASE;CAMPAIGN_PAUSED;0.23;0.25;0.30;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niños 9-10 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.26;0.52;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 14 años;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.25;0.10;<5%;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 13 años mas vendidos;EXACT;CAMPAIGN_PAUSED;0.18;0.21;0.26;0.10;5500000000000000%;30;1;0.0333;1.10;1.10;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 13 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 13 años mas vendidos;BROAD;CAMPAIGN_PAUSED;;;;0.10;>95%;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 13 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.21;0.42;0.10;<5%;86;1;0.0116;0.22;0.22;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 12 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;0.24;0.26;0.52;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.10;;149;3;0.0201;0.82;0.27;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 12 14 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 11-12 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.26;0.37;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 11 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;0.17;0.23;0.33;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niños 11 años;PHRASE;CAMPAIGN_PAUSED;0.20;0.27;0.54;0.10;<5%;288;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niños 10 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;0.16;0.31;0.31;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niños 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niño 13 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;8857142857142850%;49;2;0.0408;0.61;0.31;0;0.00;;0;0.00
ENABLED;PHASE;libros niño 12 años;PHRASE;CAMPAIGN_PAUSED;0.19;0.26;0.28;0.10;35.0%;36;1;0.0278;0.91;0.91;0;0.00;;0;0.00
ENABLED;PHASE;libros niño 11 años;PHRASE;CAMPAIGN_PAUSED;0.23;0.29;0.31;0.10;;2;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niño 10 años;PHRASE;CAMPAIGN_PAUSED;0.19;0.26;0.35;0.10;;3;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;PHASE;libros niñas de 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.22;0.42;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niñas 18 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niñas 17 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;50.0%;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niñas 16 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;>95%;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niñas 15 años;PHRASE;CAMPAIGN_PAUSED;;;;0.10;12.5%;44;2;0.0455;0.27;0.14;0;0.00;;0;0.00
ENABLED;PHASE;libros niñas 14 años;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.25;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;PHASE;libros niñas 13 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.21;0.42;0.10;;0;0;;0.00;0.00;0;0.00;;0;0.00
